,gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,TotalCharges,Churn,Geography,CreditScore,Surname,EstimatedSalary,MonthlyCharges,customerID,Dependents,PaymentMethod,Charge
6897,Female,0.0,Yes,46.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,2062.15,No,Spain,560.0,Chuang,114669.79,45.55,8671-KKKOS,No,Electronic check,45.55
6898,Female,1.0,Yes,50.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,,Month-to-month,Yes,4888.7,Yes,Germany,625.0,Buccho,75335.68,95.05,5889-JTMUL,No,Electronic check,95.05
6899,Female,0.0,No,46.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,4391.25,No,Spain,517.0,Schiavone,12465.51,99.8,8631-WUXGY,Yes,Electronic check,99.8
6900,Female,0.0,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,865,No,France,718.0,Pisano,30380.12,20.25,5924-SNGKP,Yes,Credit card (automatic),20.25
6901,Male,0.0,Yes,17.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,934.8,No,France,661.0,Lucciano,83949.68,54.6,6576-FBXOJ,No,Electronic check,54.6
6902,Female,1.0,Yes,44.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,4495.65,No,France,542.0,He,7905.06,104.15,9168-INPSZ,No,Electronic check,104.15
6903,Male,0.0,No,15.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,1219.85,No,France,684.0,Wallace,87219.41,85.3,6719-OXYBR,No,Electronic check,85.3
6904,Female,0.0,Yes,14.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,780.85,No,Spain,779.0,Lei,138542.87,59.45,6502-KUGLL,Yes,Bank transfer (automatic),59.45
6905,Male,0.0,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,81.25,Yes,Germany,789.0,Chinweike,124411.08,44.35,2372-HWUHI,No,Electronic check,44.35
6906,Female,0.0,No,2.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,62.25,Yes,Germany,739.0,Repina,147802.94,34.7,0822-GAVAP,No,Electronic check,34.7
6907,Female,0.0,Yes,64.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,,One year,Yes,7396.15,No,France,705.0,Ibragimova,181300.32,115.0,1229-RCALF,No,Electronic check,115.0
6908,Female,1.0,Yes,6.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,474.9,Yes,France,680.0,Chinomso,36145.53,84.35,0196-VULGZ,No,Electronic check,84.35
6909,Male,0.0,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,109.8,No,France,624.0,Ingram,84635.64,20.25,2439-QKJUL,No,Mailed check,20.25
6910,Male,1.0,No,35.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,3180.5,No,France,769.0,Harris,29792.11,91.0,2378-HTWFW,No,Credit card (automatic),91.0
6911,Female,0.0,Yes,62.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,No,1416.75,No,France,645.0,Maclean,196474.35,23.65,2632-TACXW,No,Bank transfer (automatic),23.65
6912,Female,0.0,Yes,58.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,,Yes,2540.1,No,France,674.0,Shcherbakov,4292.72,45.35,8224-UAXBZ,No,Electronic check,45.35
6913,Female,0.0,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,61.7,No,Germany,647.0,Begum,54954.51,20.0,2393-DIVAI,No,Mailed check,20.0
6914,Male,0.0,No,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,471.85,No,France,513.0,Berkeley,49915.52,19.6,0042-JVWOJ,No,Bank transfer (automatic),19.6
6915,Female,0.0,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1046.2,No,France,633.0,Cameron,191111.02,20.15,5529-GIBVH,No,Mailed check,20.15
6916,Male,0.0,No,69.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,7220.35,Yes,France,728.0,Taylor,139059.05,104.7,8634-CILSZ,No,Bank transfer (automatic),104.7
6917,Male,1.0,No,67.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,7839.85,No,Spain,660.0,Dennis,115509.59,116.1,7923-IYJWY,No,Credit card (automatic),116.1
6918,Male,0.0,No,1.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,35.45,Yes,France,686.0,Alekseeva,16459.37,35.45,3091-FYHKI,No,Electronic check,35.45
6919,Female,0.0,Yes,14.0,Yes,Yes,DSL,No,Yes,,Yes,Yes,Yes,Month-to-month,No,1137.05,No,Spain,550.0,Udinesi,131281.28,80.45,8198-RKSZG,Yes,Credit card (automatic),80.45
6920,Female,1.0,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,25.7,Yes,Spain,636.0,Brady,52484.01,25.7,1496-GGSUK,No,Mailed check,25.7
6921,Female,0.0,No,25.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,1266.35,No,Spain,522.0,Simmons,145490.85,54.75,1042-HFUCW,Yes,Credit card (automatic),54.75
6922,Female,0.0,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.9,Yes,Germany,668.0,K'ung,159585.61,19.9,4800-VHZKI,No,Mailed check,19.9
6923,Male,0.0,Yes,61.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,7132.15,No,Germany,679.0,Ermakova,159584.81,114.1,6710-HSJRD,No,Electronic check,114.1
6924,Male,0.0,Yes,31.0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,1647,No,France,683.0,Tsui,102665.92,54.35,5012-YSPJJ,Yes,Mailed check,54.35
6925,Male,0.0,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,59.25,No,France,674.0,Rose,128954.05,19.95,5144-PQCDZ,No,Mailed check,19.95
6926,Male,1.0,Yes,32.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,2970.8,No,Germany,699.0,Nebeolisa,127443.82,93.5,0674-DGMAQ,No,Electronic check,93.5
6927,Female,0.0,Yes,10.0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,528.35,Yes,Spain,587.0,Muldrow,158684.81,55.2,4190-MFLUW,Yes,Credit card (automatic),55.2
6928,Male,0.0,Yes,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,6589.6,No,France,723.0,H?,89972.25,91.25,7579-KKLOE,Yes,Mailed check,91.25
6929,Male,1.0,Yes,8.0,Yes,No,DSL,No,No,Yes,Yes,,Yes,Month-to-month,Yes,581.7,No,Germany,618.0,Calabrese,139297.71,64.4,1465-LNTLJ,No,Credit card (automatic),64.4
6930,Female,1.0,Yes,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,6819.45,No,France,752.0,Palermo,7698.6,104.6,6797-UCJHZ,No,Credit card (automatic),104.6
6931,Female,0.0,Yes,16.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,1882.55,No,France,626.0,Chukwuemeka,80190.36,112.95,0771-WLCLA,Yes,Electronic check,112.95
6932,Male,0.0,No,38.0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,2354.8,Yes,France,539.0,Ritchie,86767.48,62.3,7931-PXHFC,No,Mailed check,62.3
6933,Male,0.0,No,37.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,1390.85,No,Spain,621.0,Nnaemeka,40299.23,40.55,3891-NLXJB,No,Mailed check,40.55
6934,Male,0.0,No,32.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,2766.4,No,France,498.0,Palermo,13892.57,87.65,7241-AJHFS,No,Bank transfer (automatic),87.65
6935,Male,0.0,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.8,No,France,749.0,Lung,182855.42,44.8,8705-WZCYL,No,Electronic check,44.8
6936,Female,0.0,No,10.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,498.25,No,Spain,775.0,Hargreaves,68143.93,51.2,8229-MYEJZ,No,Electronic check,51.2
6937,Male,0.0,No,6.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,184.05,No,France,821.0,Lo,46072.52,26.35,1222-LRYKO,Yes,Mailed check,26.35
6938,Male,0.0,No,30.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,723.3,No,Germany,684.0,Marcum,52367.29,25.35,6754-WKSHP,Yes,Bank transfer (automatic),25.35
6939,Female,0.0,Yes,56.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,5669.5,No,Germany,533.0,Hayes,104189.46,98.7,1427-VERSM,No,Electronic check,98.7
6940,Male,0.0,No,58.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,6219.6,Yes,Spain,680.0,Hsueh,92826.35,104.65,3685-YLCMQ,No,Electronic check,104.65
6941,Male,0.0,No,43.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,3921.3,No,Spain,605.0,Walkom,71862.79,94.35,8597-CWYHH,No,Mailed check,94.35
6942,Male,0.0,Yes,7.0,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,Yes,529.5,Yes,France,786.0,Christie,66977.68,69.95,3799-ISUZQ,Yes,Bank transfer (automatic),69.95
6943,Female,0.0,No,18.0,Yes,Yes,,Yes,No,No,No,No,Yes,Month-to-month,No,1166.7,No,France,745.0,Ugoji,118024.1,64.8,2937-FTHUR,Yes,Electronic check,64.8
6944,Female,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,6843.15,No,France,498.0,Genovesi,165407.96,95.1,7765-LWVVH,Yes,Electronic check,95.1
6945,Female,1.0,No,12.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,1094.5,Yes,Spain,657.0,Ferri,17536.82,91.3,3398-FSHON,No,Electronic check,91.3
6946,Female,0.0,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,163.6,No,France,637.0,Archer,145477.36,20.05,2717-HVIZY,Yes,Mailed check,20.05
6947,Female,0.0,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,810.3,No,Spain,850.0,Yeh,169415.54,20.0,3097-FQTVJ,No,Mailed check,20.0
6948,Female,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,7751.7,No,France,670.0,Bishop,63213.31,110.75,2272-WUSPA,No,Electronic check,110.75
6949,Female,0.0,Yes,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,254.5,No,France,714.0,Milani,186775.25,20.45,3752-CQSJI,Yes,Mailed check,20.45
6950,Male,0.0,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,259.65,No,France,418.0,Alexander,9041.71,19.3,2592-HODOV,No,Credit card (automatic),19.3
6951,Male,0.0,No,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,705.45,No,France,615.0,Ku,196476.19,21.45,7945-PRBVF,No,Bank transfer (automatic),21.45
6952,Female,0.0,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.15,No,Germany,460.0,Scott,189339.6,19.15,7302-ZHMHP,No,Mailed check,19.15
6953,Male,0.0,No,52.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,3342.45,No,Spain,621.0,Zuyev,35588.07,63.25,4568-KNYWR,No,Credit card (automatic),63.25
6954,Male,1.0,Yes,64.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,5017.7,No,France,752.0,Stetson,105280.55,80.3,8348-JLBUG,No,Credit card (automatic),80.3
6955,Female,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,7015.9,No,France,535.0,Evans,27689.77,98.2,1937-OTUKY,No,Bank transfer (automatic),98.2
6956,Male,0.0,Yes,17.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,1742.5,No,France,674.0,Huang,51536.99,102.55,0365-BZUWY,No,Electronic check,102.55
6957,Male,0.0,Yes,70.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,6859.5,Yes,Germany,554.0,K?,107074.81,98.3,6797-LNAQX,Yes,Bank transfer (automatic),98.3
6958,Male,0.0,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,25,No,France,551.0,Mai,185105.44,25.0,8896-BQTTI,No,Mailed check,25.0
6959,Female,1.0,No,39.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,4036,No,France,520.0,West,163185.76,99.75,0420-HLGXF,No,Electronic check,99.75
6960,Female,1.0,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,,Yes,France,603.0,Diehl,47536.46,85.05,1069-XAIEM,No,Electronic check,85.05
6961,Male,0.0,Yes,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,6669.45,No,Germany,607.0,Davila,121945.42,93.25,3144-KMTWZ,No,Bank transfer (automatic),93.25
6962,Female,0.0,No,43.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,3662.25,No,France,769.0,Angelo,21016.0,85.1,7156-MXBJE,No,Credit card (automatic),85.1
6963,Male,0.0,Yes,18.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,1500.5,No,Germany,584.0,Winter-Irving,92915.84,87.9,4660-IRIBM,Yes,Mailed check,87.9
6964,Female,1.0,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,6139.5,No,France,735.0,Cavenagh,22388.0,110.5,2673-CXQEU,No,Electronic check,110.5
6965,Female,1.0,Yes,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,49.55,Yes,Spain,739.0,Kung,193008.52,49.55,2722-JMONI,No,Electronic check,49.55
6966,Male,0.0,No,5.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,392.65,No,France,619.0,O'Donnell,147093.84,75.15,0867-LDTTC,No,Bank transfer (automatic),75.15
6967,Female,1.0,No,60.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,6441.4,Yes,France,634.0,McLean,123164.97,106.0,8651-ENBZX,No,Electronic check,106.0
6968,Male,0.0,No,22.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,1253.15,No,Germany,571.0,Wood,189271.9,55.1,8467-WYNSR,No,Mailed check,55.1
6969,Female,0.0,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,864.2,No,France,631.0,Chiemenam,123697.95,19.25,0206-OYVOC,Yes,Mailed check,19.25
6970,Male,0.0,No,65.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,7138.65,No,Spain,609.0,Lupton,46266.63,110.0,6333-YDVLT,No,Credit card (automatic),110.0
6971,Male,1.0,No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,,Month-to-month,Yes,165.4,Yes,France,677.0,Willis,187800.63,74.7,2761-OCIAX,No,Electronic check,74.7
6972,Female,0.0,Yes,34.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,1993.2,No,France,609.0,Y?an,140000.29,61.25,0020-JDNXP,Yes,Mailed check,61.25
6973,Male,0.0,No,40.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,2731,No,France,489.0,Alexeeva,43540.59,67.45,6873-UDNLD,No,Electronic check,67.45
6974,Male,0.0,No,43.0,Yes,Yes,,No,Yes,No,No,No,No,Month-to-month,Yes,3365.85,Yes,Germany,608.0,Kaodilinakachukwu,137079.86,77.85,0475-RIJEP,No,Electronic check,77.85
6975,Female,0.0,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,7939.25,No,France,426.0,T'an,61230.83,113.65,2368-GAKKQ,No,Bank transfer (automatic),113.65
6976,Female,0.0,No,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,144.95,No,France,581.0,Sinclair,74320.75,19.3,2320-YKQBO,No,Mailed check,19.3
6977,Female,0.0,No,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1128.1,No,Germany,701.0,Simpkinson,133992.36,19.85,7114-AEOZE,No,Bank transfer (automatic),19.85
6978,Male,1.0,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,25.1,Yes,Germany,721.0,Martin,175399.14,25.1,0023-HGHWL,No,Electronic check,25.1
6979,Male,1.0,No,24.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,1732.6,No,France,652.0,Liang,145700.22,70.0,3509-GWQGF,No,Credit card (automatic),70.0
6980,Female,0.0,No,41.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,4443.45,Yes,France,671.0,Walker,120893.07,106.3,0337-CNPZE,No,Electronic check,106.3
6981,Female,0.0,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,486.85,Yes,France,635.0,Konovalova,164357.1,93.9,5380-AFSSK,No,Mailed check,93.9
6982,Male,0.0,No,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1240.8,No,France,700.0,Greco,98273.01,19.35,1302-TPUBN,No,Bank transfer (automatic),19.35
6983,Male,0.0,No,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,324.15,No,France,850.0,Paterson,176791.27,24.8,9578-FOMUK,Yes,Electronic check,24.8
6984,Male,0.0,Yes,34.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,2753.8,No,France,599.0,Buccho,24903.09,77.2,9086-YJYXS,Yes,Bank transfer (automatic),77.2
6985,Male,1.0,No,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,504.2,No,France,679.0,Fraser,115136.51,19.3,3523-BRGUW,No,Credit card (automatic),19.3
6986,Male,1.0,No,19.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,1471.75,Yes,Germany,530.0,Ponomaryov,97338.62,79.85,4283-FUTGF,No,Electronic check,79.85
6987,Male,0.0,Yes,71.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,5956.85,No,Germany,700.0,Okwudilichukwu,142977.05,84.2,5003-XZWWO,No,Credit card (automatic),84.2
6988,Female,0.0,Yes,57.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,5611.7,No,Germany,634.0,Ts'ai,56055.72,100.6,8384-FZBJK,Yes,Electronic check,100.6
6989,Male,0.0,Yes,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,720.05,No,Germany,627.0,Carr,129826.89,20.85,4980-URKXC,No,Bank transfer (automatic),20.85
6990,Male,0.0,Yes,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,1359.5,No,Spain,626.0,Frolov,49361.84,20.35,7073-QETQY,Yes,Electronic check,20.35
6991,Male,0.0,No,4.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,118.5,Yes,Germany,608.0,Gerald,7063.6,29.65,8650-RHRKE,No,Electronic check,29.65
6992,Male,0.0,No,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,168.65,No,France,577.0,Padovesi,25161.61,19.4,8295-FHIVV,No,Mailed check,19.4
6993,Female,0.0,Yes,42.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1014.25,No,Spain,439.0,Castiglione,198874.52,22.95,8148-NLEGT,Yes,Electronic check,22.95
6994,Male,0.0,No,57.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,3090.05,No,France,767.0,O'Donnell,65147.27,53.35,1139-WUOAH,No,Credit card (automatic),53.35
6995,Male,1.0,No,9.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,918.6,Yes,France,672.0,Chukwukadibia,92027.69,100.5,0781-LKXBR,No,Electronic check,100.5
6996,Female,0.0,Yes,30.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,2624.25,Yes,France,660.0,She,19199.61,85.0,0524-IAVZO,No,Electronic check,85.0
6997,Male,0.0,No,22.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,1427.55,No,Germany,489.0,Amadi,82662.73,,1852-XEMDW,No,Mailed check,65.05
6998,Male,0.0,Yes,63.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,4674.55,No,France,637.0,Campbell,139947.17,74.5,7860-UXCRM,Yes,Credit card (automatic),74.5
6999,Male,0.0,No,63.0,Yes,No,DSL,Yes,Yes,Yes,Yes,,Yes,Two year,Yes,5309.5,No,France,446.0,Bevan,191350.48,86.7,4006-HKYHO,No,Bank transfer (automatic),86.7
7000,Male,0.0,Yes,69.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,3804.4,No,France,850.0,Kenenna,195033.07,53.65,1122-YJBCS,No,Credit card (automatic),53.65
7001,Male,0.0,Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,6237.05,No,France,501.0,Johnson,12470.3,90.15,6122-LJADA,Yes,Credit card (automatic),90.15
7002,Female,0.0,Yes,5.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,132.25,No,Germany,756.0,T'ang,93524.19,24.3,2233-FAGXV,Yes,Mailed check,24.3
7003,Male,0.0,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,81.25,Yes,Germany,789.0,Chinweike,124411.08,44.35,2372-HWUHI,No,Electronic check,44.35
7004,Male,0.0,No,26.0,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,1156.55,No,Spain,530.0,Conti,14721.8,44.65,4524-QCSSM,No,Bank transfer (automatic),44.65
7005,Female,0.0,Yes,35.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,1861.1,No,France,513.0,Alekseeva,152499.8,56.85,9853-JFZDU,No,Electronic check,56.85
7006,Male,0.0,Yes,14.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,1181.75,No,Germany,480.0,Yost,5472.7,81.95,6727-IOTLZ,No,Mailed check,81.95
7007,Female,0.0,Yes,68.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,7508.55,No,France,735.0,White,149474.69,109.05,3766-EJLFL,Yes,Bank transfer (automatic),109.05
7008,Male,0.0,Yes,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1229.1,No,France,667.0,Onwuatuegwu,28257.63,24.8,1248-DYXUB,Yes,Mailed check,24.8
7009,Male,0.0,No,15.0,No,,DSL,No,No,Yes,No,Yes,Yes,One year,No,688.2,No,Spain,730.0,Chung,162889.1,50.75,6537-OTKMY,No,Electronic check,50.75
7010,Female,0.0,No,48.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,1171.5,No,Germany,662.0,Yu,8059.44,25.05,2332-TODQS,No,Credit card (automatic),25.05
7011,Male,0.0,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,77.6,No,Spain,599.0,Milani,194273.2,20.5,6231-WFGFH,Yes,Mailed check,20.5
7012,Female,0.0,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.55,No,France,597.0,Davide,106841.12,19.55,2866-IKBTM,No,Mailed check,19.55
7013,Male,0.0,No,33.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,3027.65,No,France,432.0,Fuller,110265.24,88.95,4622-YNKIJ,No,Electronic check,88.95
7014,Female,0.0,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,4919.7,No,Germany,675.0,Schofield,133457.52,65.5,6115-ZTBFQ,No,Bank transfer (automatic),65.5
7015,Male,1.0,Yes,57.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,5746.15,Yes,Spain,663.0,Shaw,74176.71,100.6,3768-NLUBH,No,Electronic check,100.6
7016,Female,0.0,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,38.25,No,Germany,756.0,Angelo,135034.57,20.5,5857-XRECV,Yes,Bank transfer (automatic),20.5
7017,Male,0.0,Yes,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1847.55,No,France,597.0,Golibe,92090.36,25.35,0174-QRVVY,Yes,Credit card (automatic),25.35
7018,Male,1.0,No,65.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,7108.2,No,France,549.0,Wallace,157442.75,109.05,2307-FYNNL,No,Electronic check,109.05
7019,Female,0.0,Yes,5.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,465.05,Yes,France,548.0,Yu,158585.17,,4236-XPXAV,Yes,Mailed check,99.15
7020,Female,0.0,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,63.6,No,France,678.0,Ozoemena,147489.76,20.0,6734-CKRSM,No,Mailed check,20.0
7021,Male,0.0,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,572.45,No,Germany,725.0,Ofodile,173464.43,74.85,3030-YDNRM,No,Electronic check,74.85
7022,Male,0.0,No,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,283.75,No,Spain,626.0,Ward,95794.98,19.9,3061-BCKYI,No,Mailed check,19.9
